object_id,R.A.,Dec.,specz,zcmodel_mag,tract,patch,layer,num_class,galaxy_type,interaction,ring,fan,tailm,distortion,label1
40995187962434776,140.18236099,-0.02277072,0.08706135,15.9971,9321,708,wide,77,0.38448,0.79436,0.916667,0.020833,0.0,0.0625,0
42283811295226738,214.31265736,1.2293908,0.05435973,16.8073,9614,707,wide,64,0.90696,0.94962,0.014706,0.0,0.691176,0.294118,3
42182222433779121,180.7241177,0.34052636,0.09988375,16.6588,9591,402,wide,91,1.0,0.99104,0.02521,0.042017,0.546219,0.386555,3
41118041206975774,182.12864222,-0.81864812,0.180996,16.78,9349,504,wide,104,0.57014,0.8693,0.160494,0.185185,0.17284,0.481481,2
38553838357076546,35.66076847,-3.94155434,0.1505322,16.5851,8766,403,wide,161,0.22683,0.98493,0.02907,0.05814,0.44186,0.47093,2
42191164555682297,183.48060873,0.7391416,0.1603811,16.8641,9593,504,wide,110,0.25164,0.88611,0.743902,0.060976,0.134146,0.060976,0
42067606936512621,142.65527361,0.77031706,0.1517248,16.4857,9565,204,wide,78,0.43526,0.87886,0.103896,0.168831,0.415584,0.311688,3
41567049973006688,332.63151479,-0.84168039,0.08950541,16.5052,9451,803,wide,72,1.0,1.0,0.011236,0.05618,0.393258,0.539326,2
41140314907371935,189.06712016,-0.38622159,0.09036843,16.9309,9354,706,wide,52,0.05959,0.94988,0.076923,0.5,0.230769,0.192308,1
41100165553091175,176.56381568,-1.09615166,0.07895771,16.3186,9345,302,wide,97,1.0,0.91572,0.027778,0.046296,0.444444,0.481481,2
41113797779286791,180.3940601,-0.08748506,0.1629927,16.8708,9348,608,wide,83,0.54035,0.82276,0.169231,0.076923,0.215385,0.538462,2
44789877467801988,342.80183743,4.45640647,0.1924127,16.3074,10184,108,wide,46,0.17456,1.0,0.0,0.152174,0.26087,0.586957,2
42701346540909746,355.45983136,1.18823174,0.1174848,16.2721,9709,506,wide,48,0.7777,1.0,0.018182,0.054545,0.709091,0.218182,3
70378528113188867,229.13643401,44.23574244,0.1175037,16.4276,16002,706,wide,101,0.8002,0.86225,0.021978,0.054945,0.505495,0.417582,3
41136032824969289,187.43958036,-1.37653881,0.1577695,16.5748,9353,801,wide,110,0.97281,1.0,0.009709,0.009709,0.825243,0.15534,3
43154341036579268,148.56943461,2.38124291,0.1513612,16.8848,9812,505,wide,70,1.0,0.94396,0.0,0.032787,0.360656,0.606557,2
69604609366192783,233.7327841,42.83915402,0.06034374,15.3243,15826,806,wide,108,0.90595,0.9036,0.019417,0.058252,0.368932,0.553398,2
43105408474174586,132.91899621,2.20816012,0.1059615,16.5885,9801,104,wide,68,0.59125,0.99253,0.539326,0.067416,0.11236,0.280899,0
42696948494391203,353.85922307,1.02453716,0.05726462,15.2646,9708,506,wide,54,0.66056,0.80611,0.75,0.090909,0.045455,0.113636,0
41645815378246347,359.79662267,1.16856748,0.09853829,16.5727,9469,506,wide,50,0.97268,0.91689,0.0,0.021277,0.574468,0.404255,3
42033264378002405,129.71089032,1.40503923,0.029105,15.7043,9557,808,wide,85,0.60707,0.85171,0.0,0.025316,0.506329,0.468354,3
43096741230173189,129.85119226,1.86414112,0.072499,16.6025,9799,202,wide,74,0.38152,0.89971,0.757143,0.071429,0.042857,0.128571,0
41575300605181896,336.23593251,-0.7147527,0.09097984,16.7539,9453,404,wide,63,0.30531,0.79399,0.813953,0.162791,0.023256,0.0,0
41113918038373103,180.27051377,-0.78215523,0.1406939,16.7404,9348,704,wide,91,0.96525,1.0,0.067164,0.037313,0.604478,0.291045,3
41218788254841600,216.62846268,-0.55964703,0.1363516,16.8144,9372,205,wide,64,1.0,0.8096,0.0,0.0,0.809524,0.190476,3
42028449719671059,128.68830512,1.33175213,0.1885001,16.7249,9556,507,wide,60,0.63346,1.0,0.428571,0.051948,0.194805,0.324675,0
41118187235867094,181.85639573,-0.41268542,0.082385,16.6284,9349,606,wide,103,0.14289,0.88318,0.910256,0.051282,0.012821,0.025641,0
41122439253483396,183.43855539,-0.83457405,0.05078764,16.6018,9350,504,wide,91,0.91073,0.87927,0.0,0.011236,0.438202,0.550562,2
41201316327880627,210.63540187,-1.27143044,0.07548735,16.8534,9368,301,wide,61,0.86349,0.96729,0.0,0.014493,0.507246,0.478261,3
44187181887024065,139.04384225,3.36205763,0.190067,16.5523,10047,2,wide,86,0.05048,0.81918,0.068966,0.62069,0.086207,0.224138,1
44192683740123423,139.14089669,3.46466372,0.1000712,16.4948,10048,803,wide,83,0.87622,0.80126,0.279412,0.117647,0.455882,0.147059,3
42274856288412865,211.47952438,0.29444208,0.1322851,16.6727,9612,602,wide,73,0.63047,0.86795,0.078947,0.092105,0.407895,0.421053,2
41223439704417263,217.8561062,-1.47253922,0.09150814,16.1926,9373,400,wide,69,0.90721,0.9645,0.1125,0.05,0.5375,0.3,3
42181969030705876,181.16647309,1.26927089,0.1313211,16.8191,9591,207,wide,95,0.93634,1.0,0.0,0.019802,0.653465,0.326733,3
42292315330471271,217.60193575,0.49096741,0.1289989,16.4511,9616,503,wide,56,0.84147,1.0,0.013889,0.027778,0.569444,0.388889,3
40986370394584364,137.24351108,-0.87489158,0.170236,16.7258,9319,703,wide,100,0.97336,0.81712,0.035714,0.011905,0.488095,0.464286,3
69622059818315003,241.83849185,42.55931553,0.07202853,16.8395,15830,705,wide,77,0.95533,0.81143,0.03125,0.0625,0.1875,0.71875,2
42199544036873491,187.00638482,0.49287158,0.1558763,16.8564,9595,203,wide,121,0.67616,1.0,0.092715,0.05298,0.536424,0.317881,3
43127544735628466,140.26004745,2.692189,0.1449465,16.4945,9806,206,wide,66,0.0,0.90924,0.075472,0.188679,0.207547,0.528302,2
41117616005210919,182.65819047,-1.33732032,0.03428935,16.9261,9349,201,wide,100,0.64468,0.86484,0.046729,0.056075,0.579439,0.317757,3
46888411373529662,332.75368047,6.52200743,0.1552355,16.4957,10661,603,wide,48,0.0393,0.85588,0.0,0.444444,0.166667,0.388889,1
70400518345743801,239.16497807,44.20552774,0.1403039,16.3293,16007,706,wide,93,0.96775,0.82383,0.0,0.064935,0.298701,0.636364,2
41126291839151813,185.67831921,-0.53326738,0.158874,16.9659,9351,105,wide,99,0.7028,0.95883,0.5,0.04902,0.22549,0.22549,0
42164368254726059,175.14931881,0.8544924,0.07636177,16.55,9587,205,wide,107,0.84177,0.86307,0.153846,0.0,0.131868,0.714286,2
40994213004857671,141.39845305,-0.60006916,0.1359687,16.4452,9321,5,wide,75,0.63773,0.79955,0.377358,0.113208,0.207547,0.301887,0
41007527403487711,145.68613925,-1.24401633,0.1480799,16.8064,9324,101,wide,82,0.00317,0.97797,0.168675,0.542169,0.108434,0.180723,1
41095518398470790,175.32305446,-0.08649366,0.1185632,16.6761,9344,108,wide,118,0.9832,1.0,0.007353,0.007353,0.610294,0.375,3
70364492160070246,224.46903637,43.60028492,0.07215919,16.4294,15999,102,wide,124,0.88509,0.89705,0.04878,0.04065,0.349593,0.560976,2
40032011481539824,174.93479775,-1.72742599,0.1096104,16.7529,9102,707,wide,69,0.95162,0.82748,0.116667,0.233333,0.366667,0.283333,3
42670813618402478,344.59707431,0.26772855,0.1541752,16.1913,9702,701,wide,47,1.0,1.0,0.0,0.065217,0.630435,0.304348,3
42080650752186592,147.30830179,0.151181,0.08016862,15.7836,9568,101,wide,72,0.73855,0.93524,0.051282,0.064103,0.576923,0.307692,3
43131925602260510,141.72199993,1.81385752,0.05898767,16.6519,9807,202,wide,76,0.92507,0.89593,0.015625,0.03125,0.140625,0.8125,2
42072687882824497,143.1194603,0.59012477,0.1471248,16.9278,9566,703,wide,73,0.73195,0.94994,0.385714,0.057143,0.157143,0.4,2
41597020254792341,344.15158919,-0.46566566,0.1083429,16.212,9458,205,wide,57,0.49165,0.80616,0.837838,0.108108,0.027027,0.027027,0
41201616975583224,210.14239408,-0.26872018,0.1317515,16.5517,9368,507,wide,66,1.0,0.8019,0.020408,0.142857,0.591837,0.244898,3
41580256997440777,337.09344224,-0.31174433,0.1482283,16.931,9454,806,wide,68,0.61338,0.84471,0.666667,0.12963,0.148148,0.055556,0
42296296765159934,219.58229698,0.37542508,0.1385081,16.769,9617,202,wide,56,0.10617,0.80192,0.153846,0.435897,0.051282,0.358974,1
42195279134354672,185.46448326,0.36866852,0.1607077,16.6361,9594,302,wide,94,0.35651,0.88172,0.69863,0.150685,0.041096,0.109589,0
42283115510531232,215.2781191,0.95380809,0.1687766,16.7177,9614,205,wide,66,0.59238,0.82051,0.0,0.111111,0.222222,0.666667,2
41650209129780287,1.36412726,0.84669891,0.09895686,16.1176,9470,505,wide,49,0.17746,0.95605,0.019608,0.098039,0.392157,0.490196,2
42178090675241283,178.95708074,0.02868455,0.1089804,16.9249,9590,600,wide,102,0.84711,0.7953,0.226804,0.216495,0.329897,0.226804,3
42072271270997944,143.70853501,0.38593808,0.1565403,16.5383,9566,402,wide,76,0.23141,0.91911,0.629032,0.145161,0.096774,0.129032,0
42045616703954146,135.14110246,0.76015827,0.07062718,15.2037,9560,204,wide,87,0.2842,0.89886,0.089552,0.059701,0.179104,0.671642,2
42652804820535019,339.25513806,0.07275201,0.1324549,16.2904,9698,400,wide,58,0.78834,0.81496,0.1,0.05,0.55,0.3,3
41030368039552777,151.96579883,-0.27193309,0.06925703,15.1884,9329,707,wide,72,0.63776,0.79215,0.694915,0.152542,0.050847,0.101695,0
42288059017886144,215.9626917,0.69826185,0.10314,16.2091,9615,604,wide,54,0.50395,0.87236,0.731707,0.146341,0.073171,0.04878,0
45841410015915853,337.74881814,5.40228319,0.176773,16.7375,10423,405,wide,62,0.8399,0.82095,0.177778,0.088889,0.511111,0.222222,3
43097170726905012,129.18756594,2.64784344,0.1640872,16.1562,9799,506,wide,77,0.87415,1.0,0.041667,0.03125,0.552083,0.375,3
41579569802681195,338.00533012,-0.27842256,0.1076154,16.7403,9454,306,wide,68,1.0,0.83487,0.0,0.039216,0.745098,0.215686,3
37471506598490799,30.27954479,-5.3343436,0.1886369,16.2034,8520,103,wide,335,0.12474,0.79361,0.76555,0.07177,0.033493,0.129187,0
40964521895943841,129.69043701,-0.70115581,0.051094,15.8202,9314,804,wide,83,0.94241,0.8116,0.012821,0.012821,0.525641,0.448718,3
45837132228486093,336.10057225,4.65758181,0.1746656,16.7255,10422,501,wide,63,0.49725,0.9469,0.127273,0.036364,0.454545,0.381818,3
41108845681998004,179.67531683,-0.21420409,0.09471276,15.3576,9347,207,wide,96,0.98536,0.97618,0.0,0.008197,0.581967,0.409836,3
38549165432666961,34.67806143,-3.83700501,0.1617229,15.6773,8765,203,wide,169,0.0591,0.92019,0.474576,0.19209,0.022599,0.310734,0
41584517604993581,338.70690814,-0.42337286,0.1194623,16.0825,9455,706,wide,67,1.0,1.0,0.013889,0.041667,0.652778,0.291667,3
70399822561044032,240.5798824,43.83763346,0.1320491,16.4202,16007,204,wide,89,0.22812,0.96496,0.009901,0.09901,0.435644,0.455446,2
41109365373044777,178.90053323,-1.40136232,0.07605755,16.2088,9347,600,wide,98,0.95659,1.0,0.033333,0.046667,0.486667,0.433333,3
43154066158674545,148.90120917,2.3977324,0.1045905,16.6671,9812,305,wide,72,0.98993,0.88152,0.0,0.014286,0.514286,0.471429,3
70378227465482381,229.66372626,43.22059553,0.1266911,16.5046,16002,500,wide,97,0.19478,0.84409,0.907692,0.046154,0.0,0.046154,0
38545166818108022,32.55827334,-4.43440506,0.1398913,16.0404,8764,500,wide,243,0.34088,0.81355,0.732558,0.174419,0.005814,0.087209,0
41012496680640806,146.49056017,-0.36932981,0.1231987,16.2501,9325,506,wide,81,0.61291,1.0,0.07619,0.028571,0.580952,0.314286,3
70417951618001404,247.6865512,43.28637941,0.102393,16.8035,16011,601,wide,109,0.94526,1.0,0.014388,0.007194,0.697842,0.280576,3
42032289420437444,131.00528821,1.01697906,0.199975,16.8941,9557,105,wide,82,0.97462,0.81923,0.0,0.017241,0.5,0.482759,3
41214948554084414,214.48187943,-0.16631613,0.1254902,16.4743,9371,607,wide,63,0.79119,0.81751,0.0,0.0,0.674419,0.325581,3
70382926159699772,231.00653476,44.22933361,0.06958862,15.7931,16003,706,wide,72,0.6089,0.83937,0.603175,0.063492,0.047619,0.285714,0
42675095700791200,346.33142456,1.12922465,0.1042688,16.3675,9703,606,wide,62,0.0,0.95502,0.052632,0.070175,0.210526,0.666667,2
40145398618149832,214.95205317,-1.70703055,0.1572376,16.5293,9128,7,wide,55,0.0,0.92618,0.018182,0.436364,0.272727,0.272727,1
70408747503081543,244.3690897,43.43090207,0.05877011,16.4027,16009,302,wide,73,0.88779,0.9609,0.211111,0.033333,0.622222,0.133333,3
42278425406246675,213.99113865,0.24847027,0.132713,16.9711,9613,1,wide,70,1.0,0.8638,0.019231,0.019231,0.384615,0.576923,2
42278842018076873,213.49071956,0.45858936,0.1442074,16.8125,9613,302,wide,61,0.60376,1.0,0.023529,0.082353,0.494118,0.4,3
43707807702216257,336.87675281,2.38409612,0.1478455,15.8325,9938,5,wide,65,0.0,0.86872,0.2,0.68,0.06,0.06,1
70418106236818829,247.31275208,43.99594098,0.1681446,16.3216,16011,705,wide,105,0.89455,0.85085,0.182796,0.043011,0.591398,0.182796,3
41117783508938630,182.44928399,-0.01079139,0.1168336,15.7255,9349,308,wide,99,0.78202,1.0,0.042254,0.176056,0.514085,0.267606,3
37481140210132018,32.18027998,-4.78903411,0.1384832,15.7739,8522,706,wide,228,0.71839,0.98247,0.480702,0.168421,0.203509,0.147368,0
41095788981421567,175.04767125,-0.12834365,0.0759835,16.7671,9344,307,wide,113,0.97977,0.83568,0.0,0.019802,0.60396,0.376238,3
41201741529638890,209.95131091,-0.76614656,0.10632,16.0073,9368,604,wide,65,0.71374,0.94871,0.047619,0.142857,0.392857,0.416667,2
42288046132987805,216.01554737,0.14248192,0.1666719,16.9596,9615,601,wide,55,0.84419,1.0,0.047619,0.015873,0.698413,0.238095,3
41650475417753284,0.98863602,0.4756074,0.08500221,15.8968,9470,703,wide,47,0.46261,0.80425,0.055556,0.194444,0.222222,0.527778,2
40990631002140863,138.81149614,-0.84933775,0.10295,16.9621,9320,603,wide,89,0.85096,1.0,0.0,0.009346,0.691589,0.299065,3
42181951850844040,181.05598659,0.63053085,0.1618795,16.7582,9591,203,wide,95,0.9526,0.9136,0.023256,0.034884,0.534884,0.406977,3
42094682410343984,150.48146381,0.68391978,0.0943981,15.8806,9571,704,wide,66,0.32503,0.85135,0.563636,0.145455,0.163636,0.127273,0
41654602881328264,2.85240622,0.70202861,0.1994296,16.4612,9471,504,wide,61,0.68263,1.0,0.013699,0.205479,0.369863,0.410959,2
43716749824130863,339.7754493,2.8569096,0.1140226,16.3949,9940,107,wide,63,0.27558,0.84564,0.931818,0.022727,0.022727,0.022727,0
41562394228454746,331.50390937,-0.11424599,0.1100008,15.8547,9450,607,wide,62,1.0,0.89339,0.020408,0.020408,0.44898,0.510204,2
42287646701037164,216.52925229,0.82956118,0.1257373,16.0284,9615,304,wide,60,0.26699,0.84059,0.307692,0.384615,0.096154,0.211538,1
70386478097656858,234.56985834,43.33880595,0.1200572,16.5794,16004,101,wide,74,1.0,1.0,0.027397,0.0,0.767123,0.205479,3
41214514762378314,215.04374359,-1.15089499,0.1209004,16.3742,9371,302,wide,67,1.0,0.82785,0.019231,0.0,0.5,0.480769,3
41197343483128366,208.55995383,-0.7639847,0.1513117,16.8252,9367,604,wide,85,0.13412,0.85081,0.19697,0.166667,0.484848,0.151515,3
41118045501944279,181.98197699,-0.61489821,0.1303435,16.3625,9349,505,wide,105,1.0,0.85839,0.0,0.032258,0.623656,0.344086,3
41030213420742801,152.22803397,-0.84472882,0.1166805,16.4792,9329,603,wide,67,0.32307,0.81297,0.931818,0.068182,0.0,0.0,0
40580946956675251,2.11587277,-0.00491236,0.1584809,16.3794,9227,108,wide,80,0.70503,1.0,0.052632,0.097744,0.496241,0.353383,3
41109502811994100,178.67186879,-1.47596537,0.1257094,16.9181,9347,700,wide,89,0.93383,0.97532,0.268817,0.032258,0.494624,0.204301,3
37485542551610090,33.6712463,-4.56736068,0.1392409,14.9348,8523,707,wide,153,0.0,1.0,0.103825,0.562842,0.04918,0.284153,1
41104984506399071,177.49717871,-0.76285159,0.1381207,16.5338,9346,604,wide,97,0.45634,0.86224,0.52439,0.341463,0.012195,0.121951,0
42200226936672229,186.10491972,0.27922538,0.07311461,16.7107,9595,702,wide,123,0.95023,0.85906,0.016949,0.042373,0.415254,0.525424,2
41200921190884457,211.10982947,-0.61105413,0.08941282,16.3938,9368,5,wide,62,0.82534,1.0,0.085106,0.031915,0.56383,0.319149,3
42265510439582881,209.2485901,0.40267408,0.121928,16.6731,9610,202,wide,67,0.54185,0.87343,0.086207,0.206897,0.310345,0.396552,2
42653371756211932,338.57817181,0.68346585,0.08830415,15.0808,9698,804,wide,57,0.85,0.97173,0.087719,0.052632,0.192982,0.666667,2
41020738722880130,150.13971248,-0.56762763,0.1678891,16.7922,9327,105,wide,83,0.18964,0.8585,0.05,0.05,0.266667,0.633333,2
41654461147406102,2.93366773,0.52373847,0.07238097,15.8794,9471,403,wide,56,0.87269,1.0,0.0,0.040541,0.608108,0.351351,3
42054696264827926,137.71621865,1.209413,0.1485217,16.5453,9562,406,wide,78,0.71772,0.87068,0.176471,0.0,0.544118,0.279412,3
42288209341734726,215.77666477,1.22927155,0.1239224,16.7518,9615,707,wide,54,0.86314,0.80425,0.578947,0.078947,0.078947,0.263158,0
42085620029349723,147.9855683,1.11099247,0.06204342,15.2663,9569,506,wide,72,0.27409,0.82004,0.409091,0.075758,0.151515,0.363636,0
44763892915657698,333.31161012,4.03905851,0.1607032,16.6103,10178,406,wide,65,0.0,0.88662,0.02,0.18,0.28,0.52,2
40973038816093583,133.00248885,-0.87476889,0.047165,15.8094,9316,603,wide,83,0.90241,0.95272,0.010204,0.030612,0.653061,0.306122,3
70395415924598809,238.35795614,43.45861025,0.11895,16.5628,16006,202,wide,95,0.38119,0.87181,0.628205,0.115385,0.025641,0.230769,0
41197223224040660,208.64557344,-0.07352381,0.08306995,16.2892,9367,508,wide,80,0.85438,0.82104,0.073171,0.060976,0.52439,0.341463,3
42287509262078203,216.62252512,0.76287668,0.1284343,16.9356,9615,204,wide,57,1.0,0.8423,0.018519,0.092593,0.555556,0.333333,3
42309207436851789,224.38755204,0.04391714,0.1726618,16.9094,9620,0,wide,63,1.0,0.80636,0.022727,0.0,0.477273,0.5,2
40986245840532373,137.38555945,-0.28686464,0.1516471,16.2729,9319,606,wide,93,0.0748,0.96486,0.045455,0.602273,0.102273,0.25,1
41029938542829754,152.56522674,-0.94514805,0.1600967,16.9071,9329,403,wide,69,0.39354,0.93147,0.031746,0.111111,0.666667,0.190476,3
42656807730049079,341.209193,0.6770816,0.1474788,16.2342,9699,104,wide,50,0.7757,0.8861,0.03125,0.0,0.25,0.71875,2
42288325305869422,215.60554826,0.44673297,0.113095,16.7983,9615,802,wide,59,0.90201,1.0,0.027778,0.013889,0.666667,0.291667,3
42630544005035234,332.16009551,0.18894891,0.1739987,16.8607,9693,201,wide,59,0.81963,0.90087,0.125,0.020833,0.729167,0.125,3
42644013022472395,336.26222189,0.13297422,0.06175941,16.3911,9696,401,wide,57,0.98636,0.97309,0.028169,0.070423,0.366197,0.535211,2
42666432751752904,343.07214348,0.84427663,0.1136474,16.5471,9701,705,wide,56,0.09941,0.80906,0.119048,0.571429,0.095238,0.214286,1
40585890464032349,2.6897611,-0.12776247,0.08668922,15.6859,9228,507,wide,73,0.9817,0.99861,0.011236,0.067416,0.47191,0.449438,3
40995046228510180,140.31537239,-0.26940193,0.1528058,16.1495,9321,607,wide,69,0.63838,1.0,0.046296,0.074074,0.537037,0.342593,3
42186478746371078,182.4250357,0.20269431,0.1006121,16.239,9592,301,wide,102,0.40412,0.87765,0.055556,0.188889,0.211111,0.544444,2
42169187208031682,176.02164637,1.36156112,0.1770424,16.5985,9588,507,wide,130,0.77618,0.88548,0.019802,0.039604,0.514852,0.425743,3
41240490724577988,224.42890544,-1.16411845,0.160079,16.2546,9377,2,wide,66,0.28577,0.97068,0.0,0.220779,0.298701,0.480519,2
42050281038442836,136.38406873,0.3986442,0.1325102,16.7171,9561,402,wide,72,0.84542,1.0,0.013158,0.013158,0.381579,0.592105,2
41641284187743125,358.51835174,-0.24103782,0.1664458,16.8463,9468,407,wide,67,0.24624,0.97412,0.045455,0.121212,0.393939,0.439394,2
41100294402112162,176.38886674,-1.40969178,0.117615,16.2162,9345,400,wide,104,0.89751,0.79843,0.053333,0.04,0.306667,0.6,2
42705740292452001,356.79717824,0.9480719,0.1918709,16.7216,9710,505,wide,53,0.67559,0.97948,0.053571,0.017857,0.428571,0.5,2
42288342485727345,215.58118414,1.10446659,0.1166632,16.8181,9615,806,wide,51,1.0,0.79445,0.0,0.025641,0.512821,0.461538,3
42652675971512128,339.40465994,0.34414944,0.1949907,16.4954,9698,302,wide,57,0.53507,1.0,0.017857,0.107143,0.767857,0.107143,3
42094806964398809,150.37374246,0.25718947,0.03367543,14.8494,9571,801,wide,65,0.6678,0.83035,0.393939,0.045455,0.227273,0.333333,0
42067327763637159,142.90606019,0.57313008,0.07263967,16.0476,9565,3,wide,76,0.69032,0.7987,0.016949,0.067797,0.559322,0.355932,3
42630977796730374,331.74154059,1.17706128,0.1234253,16.9468,9693,506,wide,59,0.87324,1.0,0.037037,0.037037,0.592593,0.333333,3
41210550507568686,212.87871385,-0.18149873,0.1685488,16.8447,9370,607,wide,46,0.50615,0.89331,0.542857,0.114286,0.171429,0.171429,0
42282840632622632,215.4872104,0.92841058,0.1265394,15.9998,9614,5,wide,61,0.09035,0.89007,0.298246,0.45614,0.087719,0.157895,1
41108957351141878,179.42443521,-1.39608907,0.1876931,16.6173,9347,301,wide,87,0.02024,0.79304,0.086207,0.206897,0.206897,0.5,2
42696398738583130,354.56408809,1.14971949,0.0851277,16.7336,9708,106,wide,51,0.59738,0.85514,0.541667,0.041667,0.083333,0.333333,0
41012780148480159,146.19331652,-0.03885021,0.06296081,15.7753,9325,708,wide,87,0.53334,0.8409,0.597701,0.218391,0.068966,0.114943,0
41566100785226347,333.81522891,-0.41259471,0.09873959,16.8057,9451,106,wide,71,0.97066,0.82665,0.016393,0.016393,0.52459,0.442623,3
41007690612237465,145.59824911,-0.20219131,0.09113582,16.1582,9324,207,wide,79,0.94749,0.82833,0.013699,0.041096,0.60274,0.342466,3
36429727921095883,35.61725889,-6.57137994,0.1539361,16.4392,8283,505,wide,599,0.03959,1.0,0.053391,0.093795,0.619048,0.233766,3
42630977796732122,331.72446226,1.20794633,0.07589812,15.8716,9693,506,wide,57,0.74057,0.79441,0.875,0.05,0.0,0.075,0
43114887466998125,134.91075574,2.00900634,0.1026262,16.6844,9803,603,wide,84,0.97867,0.87641,0.0,0.013514,0.581081,0.405405,3
41210138190702259,213.43187893,-0.27392996,0.1260677,16.5715,9370,307,wide,45,0.25631,0.9979,0.055556,0.074074,0.62963,0.240741,3
69607907901075612,237.63953623,42.71810833,0.1230067,15.8939,15827,6,wide,100,0.22079,0.8776,0.192661,0.146789,0.321101,0.33945,2
42204762422144879,187.47718681,0.41382698,0.1536112,16.479,9596,802,wide,125,0.99193,0.80422,0.010526,0.031579,0.652632,0.305263,3
41227863520730741,219.23194729,-0.45956581,0.08088196,16.8843,9374,406,wide,57,0.43839,0.8824,0.095238,0.02381,0.404762,0.47619,2
42199419482820283,187.2215748,1.03932919,0.1097622,16.0574,9595,106,wide,128,0.89449,0.8748,0.0,0.008772,0.605263,0.385965,3
43730755712480453,343.05666376,2.24211381,0.1752824,16.8043,9943,704,wide,47,0.16509,0.98178,0.052632,0.684211,0.078947,0.184211,1
44786145141217536,340.29185293,3.44903116,0.1745447,16.2555,10183,603,wide,64,0.11076,0.93529,0.0,0.166667,0.35,0.483333,2
42287638111094906,216.50405603,0.36746386,0.1328362,16.762,9615,302,wide,51,0.36818,0.92089,0.8,0.022222,0.044444,0.133333,0
69635258252822618,247.73449761,42.77998533,0.068311,16.6082,15833,706,wide,92,1.0,0.91364,0.0,0.0,0.509259,0.490741,3
42309237501619492,224.37238746,1.35193182,0.07025474,16.6881,9620,7,wide,64,0.96648,1.0,0.0,0.035714,0.666667,0.297619,3
42195549717292150,185.01230116,0.13969231,0.1182655,16.5291,9594,501,wide,93,0.59894,0.7991,0.647887,0.15493,0.042254,0.15493,0
42296996844824587,218.67174028,0.87959184,0.1185733,16.6744,9617,705,wide,63,0.1292,0.99323,0.0,0.515152,0.121212,0.363636,1
42709996605040462,358.52257028,0.69636867,0.1667348,16.8068,9711,404,wide,44,0.24122,0.97664,0.047619,0.071429,0.52381,0.357143,3
